id,date,state_name,state_code,office_name,office_code,type,category,registrations
183231,01-03-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel,Fuel,220
183239,01-05-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel,Fuel,212
183248,01-11-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel,Fuel,226
183257,01-10-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel,Fuel,209
183266,01-09-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel,Fuel,202
183275,01-01-2024,Karnataka,29,Jnanabharathi Rto,KA41,Diesel,Fuel,142
185283,01-04-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,390
185291,01-08-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,589
185299,01-12-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,527
185308,01-02-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,401
185317,01-01-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,414
185325,01-07-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,476
185335,01-06-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,466
185343,01-03-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,442
185351,01-05-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,454
185359,01-11-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,450
185369,01-10-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,599
185378,01-09-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,504
185387,01-01-2024,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel,Fuel,309
191712,01-08-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,23
191713,01-12-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,47
191714,01-02-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,15
191717,01-06-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,50
191719,01-03-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,5
191720,01-05-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,23
191721,01-11-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,28
191722,01-10-2023,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,70
191723,01-01-2024,Karnataka,29,"Stu And Autorikshaw, Shanthinagar Rto",KA57,Diesel,Fuel,5
193719,01-04-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,287
193727,01-08-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,232
193735,01-12-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,243
193744,01-02-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,179
193752,01-01-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,226
193759,01-07-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,226
193767,01-06-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,254
193776,01-03-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,259
193784,01-05-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,243
193793,01-11-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,222
193803,01-10-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,224
193812,01-09-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,229
193821,01-01-2024,Karnataka,29,Yalahanka Rto,KA50,Diesel,Fuel,200
172987,01-04-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,2
172996,01-08-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,5
173005,01-12-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,5
173013,01-02-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,3
173022,01-01-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,2
173030,01-07-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,1
173039,01-06-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,1
173048,01-03-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,1
173066,01-11-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,3
173075,01-10-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,3
173084,01-09-2023,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,9
173093,01-01-2024,Karnataka,29,Bengaluru Central Rto,KA1,Diesel/Hybrid,Fuel,5
173370,01-04-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,2
173387,01-12-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,4
173396,01-02-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,3
173405,01-01-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,2
173413,01-07-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,1
173423,01-06-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,1
173432,01-03-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,1
173441,01-05-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,6
173450,01-11-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,9
173459,01-10-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,9
173468,01-09-2023,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,1
173477,01-01-2024,Karnataka,29,Bengaluru East Rto,KA3,Diesel/Hybrid,Fuel,3
173751,01-12-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,3
173759,01-02-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,1
173768,01-01-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,3
173782,01-06-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,1
173791,01-03-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,1
173800,01-05-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,3
173809,01-11-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,8
173818,01-10-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,3
173826,01-09-2023,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,3
173834,01-01-2024,Karnataka,29,Bengaluru North Rto,KA4,Diesel/Hybrid,Fuel,5
174096,01-04-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,1
174113,01-12-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,5
174122,01-02-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,2
174131,01-01-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,5
174146,01-06-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,3
174155,01-03-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,2
174164,01-05-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,5
174173,01-11-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,2
174182,01-10-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,9
174191,01-09-2023,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,7
174200,01-01-2024,Karnataka,29,Bengaluru South Rto,KA5,Diesel/Hybrid,Fuel,2
174475,01-12-2023,Karnataka,29,Bengaluru West Rto,KA2,Diesel/Hybrid,Fuel,1
174507,01-06-2023,Karnataka,29,Bengaluru West Rto,KA2,Diesel/Hybrid,Fuel,2
174524,01-05-2023,Karnataka,29,Bengaluru West Rto,KA2,Diesel/Hybrid,Fuel,2
174541,01-10-2023,Karnataka,29,Bengaluru West Rto,KA2,Diesel/Hybrid,Fuel,3
174550,01-09-2023,Karnataka,29,Bengaluru West Rto,KA2,Diesel/Hybrid,Fuel,1
180032,01-12-2023,Karnataka,29,Electronic City Rto,KA51,Diesel/Hybrid,Fuel,3
180041,01-02-2023,Karnataka,29,Electronic City Rto,KA51,Diesel/Hybrid,Fuel,1
180081,01-05-2023,Karnataka,29,Electronic City Rto,KA51,Diesel/Hybrid,Fuel,1
180090,01-11-2023,Karnataka,29,Electronic City Rto,KA51,Diesel/Hybrid,Fuel,1
180099,01-10-2023,Karnataka,29,Electronic City Rto,KA51,Diesel/Hybrid,Fuel,2
180108,01-09-2023,Karnataka,29,Electronic City Rto,KA51,Diesel/Hybrid,Fuel,2
183199,01-02-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel/Hybrid,Fuel,1
183215,01-07-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel/Hybrid,Fuel,2
183249,01-11-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel/Hybrid,Fuel,2
183258,01-10-2023,Karnataka,29,Jnanabharathi Rto,KA41,Diesel/Hybrid,Fuel,2
185300,01-12-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel/Hybrid,Fuel,12
185318,01-01-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel/Hybrid,Fuel,1
185326,01-07-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel/Hybrid,Fuel,2
185360,01-11-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel/Hybrid,Fuel,2
185370,01-10-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel/Hybrid,Fuel,3
185379,01-09-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Diesel/Hybrid,Fuel,1
193745,01-02-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel/Hybrid,Fuel,1
193768,01-06-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel/Hybrid,Fuel,1
193785,01-05-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel/Hybrid,Fuel,2
193794,01-11-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel/Hybrid,Fuel,1
193804,01-10-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel/Hybrid,Fuel,3
193813,01-09-2023,Karnataka,29,Yalahanka Rto,KA50,Diesel/Hybrid,Fuel,1
193822,01-01-2024,Karnataka,29,Yalahanka Rto,KA50,Diesel/Hybrid,Fuel,1
172988,01-04-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,827
172997,01-08-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,655
173006,01-12-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,601
173014,01-02-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,722
173023,01-01-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,787
173031,01-07-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,640
173040,01-06-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,515
173049,01-03-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,960
173058,01-05-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,1168
173067,01-11-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,684
173076,01-10-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,674
173085,01-09-2023,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,484
173094,01-01-2024,Karnataka,29,Bengaluru Central Rto,KA1,Electric(Bov),Fuel,717
173371,01-04-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,864
173379,01-08-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,977
173388,01-12-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,761
173397,01-02-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,767
173406,01-01-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,705
173414,01-07-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,844
173424,01-06-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,724
173433,01-03-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,1039
173442,01-05-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,1181
173451,01-11-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,1230
173460,01-10-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,1179
173469,01-09-2023,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,726
173478,01-01-2024,Karnataka,29,Bengaluru East Rto,KA3,Electric(Bov),Fuel,730
173735,01-04-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,821
173743,01-08-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,684
173752,01-12-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,613
173760,01-02-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,892
173769,01-01-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,679
173775,01-07-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,742
173783,01-06-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,622
173792,01-03-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,1104
173801,01-05-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,1387
173810,01-11-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,1804
173819,01-10-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,644
173827,01-09-2023,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,620
173835,01-01-2024,Karnataka,29,Bengaluru North Rto,KA4,Electric(Bov),Fuel,664
174097,01-04-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1383
174105,01-08-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1460
174114,01-12-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1326
174123,01-02-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1562
174132,01-01-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1761
174138,01-07-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1658
174147,01-06-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1277
174156,01-03-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,2137
174165,01-05-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,2636
174174,01-11-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1425
174183,01-10-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1477
174192,01-09-2023,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,2229
174201,01-01-2024,Karnataka,29,Bengaluru South Rto,KA5,Electric(Bov),Fuel,1164
174459,01-04-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,736
174467,01-08-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,840
174476,01-12-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,725
174484,01-02-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,875
174492,01-01-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,771
174499,01-07-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,862
174508,01-06-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,693
174516,01-03-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,1157
174525,01-05-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,1454
174533,01-11-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,1033
174542,01-10-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,873
174551,01-09-2023,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,832
174559,01-01-2024,Karnataka,29,Bengaluru West Rto,KA2,Electric(Bov),Fuel,782
176063,01-04-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,46
176071,01-08-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,388
176078,01-12-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,106
176086,01-02-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,40
176094,01-01-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,72
176100,01-07-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,87
176108,01-06-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,77
176115,01-03-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,81
176123,01-05-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,120
176131,01-11-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,120
176139,01-10-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,695
176147,01-09-2023,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,346
176153,01-01-2024,Karnataka,29,"Chandapura, Bengaluru Rto",KA59,Electric(Bov),Fuel,121
178820,01-04-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,55
178829,01-08-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,58
178837,01-12-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,93
178845,01-02-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,55
178853,01-01-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,34
178861,01-07-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,57
178870,01-06-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,46
178879,01-03-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,83
178888,01-05-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,72
178897,01-11-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,70
178906,01-10-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,66
178915,01-09-2023,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,43
178924,01-01-2024,Karnataka,29,Devanahalli Arto,KA43,Electric(Bov),Fuel,57
180015,01-04-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,628
180024,01-08-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,588
180033,01-12-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,954
180042,01-02-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,768
180050,01-01-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,932
180057,01-07-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,700
180065,01-06-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,435
180073,01-03-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,983
180082,01-05-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,975
180091,01-11-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,844
180100,01-10-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,775
180109,01-09-2023,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,619
180117,01-01-2024,Karnataka,29,Electronic City Rto,KA51,Electric(Bov),Fuel,608
183175,01-04-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,282
183182,01-08-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,379
183191,01-12-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,255
183200,01-02-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,350
183208,01-01-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,268
183216,01-07-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,371
183223,01-06-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,322
183232,01-03-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,479
183240,01-05-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,668
183250,01-11-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,383
183259,01-10-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,294
183267,01-09-2023,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,295
183276,01-01-2024,Karnataka,29,Jnanabharathi Rto,KA41,Electric(Bov),Fuel,211
185284,01-04-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,476
185292,01-08-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,556
185301,01-12-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,552
185309,01-02-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,441
185319,01-01-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,362
185327,01-07-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,550
185336,01-06-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,403
185344,01-03-2023,Karnataka,29,Krishnarajapuram Rto,KA53,Electric(Bov),Fuel,514
